# corpus-census-java.tsv — the PINNED java census roster.  SOUNDNESS R663.
#
# WHY THIS FILE EXISTS.  There was no standing java corpus.  `bin/corpus.sh` acquires FIVE jars, and
# the register cites java measurements over 325, 371, 372 and 395 jars — runs whose rosters were
# assembled ad hoc by individual agents and deleted with their scratchpads.  So every java figure in
# the register rests on a corpus nobody can reconstruct, and R662's census (which priced what a month
# of soundness work changes for a user) COULD NOT BE REPEATED for the reference engine at all.
#
# It was not a disk constraint: 58 GB were free when this was found.  Nothing owned the roster.
#
# THIS IS NOT THE ORACLE ROSTER.  corpus.sh's five jars are chosen for the SHAPES they expose — read
# its comments, sqlite-jdbc is there because it is the only jar that reaches one serialization filter,
# and dropping it "for being another database driver" would silently retire that check.  This file is
# chosen for SCALE, so that a percentage has a denominator.  Both are needed and neither substitutes.
#
# EVERY LINE WAS VERIFIED BY ACQUISITION, NOT BY RECALL.  118 of 121 candidates resolved against
# Maven Central on 2026-09-25; the sha1 in column 2 is Central's OWN `.jar.sha1` sidecar, fetched at
# the same time.  Three candidates were dropped or corrected because they 404'd — `mysql-connector-java`
# (now `com.mysql:mysql-connector-j`) and `org.jboss:jandex` (now `io.smallrye:jandex`) had both moved
# groupId, which is exactly the rot a hand-written, unverified list accumulates silently.
#
# A JAR THAT RESOLVES IS NOT A JAR THAT CONTAINS CLASSES — found on this roster's FIRST use, 2026-09-25.
# `com.squareup.okio:okio:3.9.0` verified, downloaded and sha1-matched perfectly, and holds ZERO `.class`
# files: it is the Kotlin **Multiplatform metadata** artifact, and every engine build correctly refuses it
# at exit 2.  The JVM artifact is `okio-jvm`.  So sha1 verification proves INTEGRITY, not FITNESS, and a
# Maven coordinate can be real, current, popular and still contribute nothing to a denominator.
# Corrected here; the same shape to watch for is any `-metadata`, BOM or `-sources` coordinate.
#
# groupId:artifactId:version<TAB>sha1.  Acquire with: bash bin/corpus-census.sh java
cglib:cglib:3.3.0	c956b9f9708af5901e9cf05701e9b2b1c25027cc
ch.qos.logback:logback-classic:1.5.6	afc75d260d838a3bddfb8f207c2805ed7d1b34f9
ch.qos.logback:logback-core:1.5.6	41cbe874701200c5624c19e0ab50d1b88dfcc77d
com.auth0:java-jwt:4.4.0	0e02407d19971bfa241441212901dd327a37722b
com.fasterxml.jackson.core:jackson-annotations:2.17.1	fca7ef6192c9ad05d07bc50da991bf937a84af3a
com.fasterxml.jackson.core:jackson-core:2.17.1	5e52a11644cd59a28ef79f02bddc2cc3bab45edb
com.fasterxml.jackson.core:jackson-databind:2.17.1	0524dcbcccdde7d45a679dfc333e4763feb09079
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.17.1	b4c7b8a9ea3f398116a75c146b982b22afebc4ee
com.github.ben-manes.caffeine:caffeine:3.1.8	24795585df8afaf70a2cd534786904ea5889c047
com.github.luben:zstd-jni:1.5.6-3	823b794106e4bcb80110f49408d1641231f25927
com.google.code.findbugs:jsr305:3.0.2	25ea2e8b0c338a877313bd4672d3fe056ea78f0d
com.google.code.gson:gson:2.11.0	527175ca6d81050b53bdd4c457a6d6e017626b0e
com.google.errorprone:error_prone_annotations:2.28.0	59fc00087ce372de42e394d2c789295dff2d19f0
com.google.guava:guava:33.2.1-jre	818e780da2c66c63bbb6480fef1f3855eeafa3e4
com.google.inject:guice:7.0.0	ccc518677b9367d45f99dfa592c9b039f07687d3
com.google.protobuf:protobuf-java:4.27.1	1e0a91cb54fe89b8c8b7b84ce4cbc72bc664c923
com.h2database:h2:2.2.224	7bdade27d8cd197d9b5ce9dc251f41d2edc5f7ad
com.itextpdf:itextpdf:5.5.13.3	5282897d446c3b736d63ef6e83043eb6f1943b4e
com.jcraft:jsch:0.1.55	bbd40e5aa7aa3cfad5db34965456cee738a42a50
